"","LabCode","SampleID","CombineGroup","Region","SiteID","Site_Name_JP","Site_Address_JP","Context_JP","MaterialType_JP","MaterialType_En","PotteryPhase_JP","Phase","Phase_Details","PhaseAnalysis","CRA","Error","Delta13C","Delta13CError","Source"
"895","IAAA-11628","HNGS-3",NA,"Tohoku",119,"南倉沢遺跡","福島県南会津郡下郷町","CD-NGS,KB-LⅣ,020510","土器付着物","Ceramic Organic Residue","十腰内式末","K8","","K8",2840,30,"-27.95","0.79","小林謙一・今村峯雄・坂本　稔2003「付編1　福島県南倉沢・稲干場遺跡出土試料の炭素年代測定」『 一般国道289号南倉沢バイパス遺跡発掘調査報告1　福島県文化財調査報告書第409集』 福島県文化振興事業団"
"896","BETA-160111","HK-1",NA,"Tohoku",512,"馬場小路遺跡","福島県郡山市西田町","2次,31号埋甕","土器付着物","Ceramic Organic Residue","大木10c式","K1","K1-1","K1",3870,40,"-24.2","","小林謙一・今村峯雄2003「年代測定」『阿武隈川築堤関連　石畑遺跡（第1・2次）・馬場中路遺跡（第2次）・馬場小路遺跡（第2次）』郡山市教育委員会"
"897","BETA-194399","HK-2",NA,"Tohoku",512,"馬場小路遺跡","福島県郡山市西田町","2次,12号埋甕","土器付着物","Ceramic Organic Residue","大木10c式","K1","K1-1","K1",4020,40,"0","","小林謙一・今村峯雄2003「年代測定」『阿武隈川築堤関連　石畑遺跡（第1・2次）・馬場中路遺跡（第2次）・馬場小路遺跡（第2次）』郡山市教育委員会"
"898","BETA-153116","№1",NA,"Tohoku",490,"鍛冶屋遺跡","福島県楢葉町","SI117火災住居","炭化材","Charred Remains","加曽利B1","K4","","K4",3380,40,"","","（株）古環境研究所2002「付章6　福島県楢葉町鍛治屋町遺跡における放射性炭素年代測定」『鍛冶屋遺跡(3次調査)』福島県文化財調査報告書第387集　常磐自動車道遺跡調査報告28 福島県教育委員会・文化振興事業団・日本道路公団"
"899","BETA-165960","GH-011",NA,"Kanto",501,"陣場遺跡","群馬県前橋市富士見町横室（旧富士見村）","","土器付着物","Ceramic Organic Residue","称名寺1b式(関沢類型)","K1","K1-2","K1",3900,40,"-26.6","",""
"900","IAAA-11635","GNA-22",NA,"Kanto",478,"道前久保遺跡","群馬県安中市","23土坑","土器付着物","Ceramic Organic Residue","称名寺1b式","K1","K1-2","K1",3890,30,"-28","0.7",""
"901","BETA-191833","IBT-22",NA,"Kanto",204,"小松貝塚","茨城県土浦市小松","HKSI-5P,1","土器付着物","Ceramic Organic Residue","加曽利B2式?","K5","","K5",3390,40,"-23.1","","小林謙一・坂本稔・関口満・松崎浩之2007「茨城県土浦市内遺跡出土試料の14C年代測定」『土浦市立博物館紀要』第17号"
"902","MTC-4305","CBM-001",NA,"Kanto",477,"道免き谷津遺跡","千葉県市川市堀之内","A12区-2,","土器付着物","Ceramic Organic Residue","曽谷式","K7","","K7",3275,35,"-25.4","",""
"903","MTC-4306","CBM-002",NA,"Kanto",477,"道免き谷津遺跡","千葉県市川市堀之内","第1地点","土器付着物","Ceramic Organic Residue","曽谷式","K7","","K7",3180,35,"-24.9","",""
"904","PLD-6017","CBND-C10",NA,"Kanto",485,"野田貝塚","千葉県野田市清水","17次,22B-134,1B号竪穴住居","炭化材","Charred Remains","曽谷式","K7","","K7",3070,20,"-25.98","0.14","年代測定研究グループ2007「野田貝塚出土試料の14C年代測定」『野田市埋蔵文化財調査報告書』第36冊,野田市教育委員会"
"905","PLD-6015","CBND-C9",48,"Kanto",485,"野田貝塚","千葉県野田市清水","17次,22B-117,1B号竪穴住居","炭化材","Charred Remains","曽谷式","K7","","K7",3060,20,"-27.7","0.14","年代測定研究グループ2007「野田貝塚出土試料の14C年代測定」『野田市埋蔵文化財調査報告書』第36冊,野田市教育委員会"
"906","PLD-6016","CBND-C9",48,"Kanto",485,"野田貝塚","千葉県野田市清水","17次,22B-117,1B号竪穴住居","炭化材","Charred Remains","曽谷式","K7","","K7",3100,20,"-28.39","0.12","年代測定研究グループ2007「野田貝塚出土試料の14C年代測定」『野田市埋蔵文化財調査報告書』第36冊,野田市教育委員会"
"907","MTC-3307","CMN-002",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","漆","Lacquer","加曽利B1式後半","K4","","K4",3500,35,"-31.4","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"908","MTC-3598","CMN-005",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式後半～B2式前半","K4","","K4",3475,30,"-25.1","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"909","MTC-3770","CMN-008",49,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式前半","K4","","K4",3580,40,"-25.8","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"910","MTC-3771","CMN-008",49,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式前半","K4","","K4",3580,35,"-23","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"911","MTC-3309","CMN-015",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","漆","Lacquer","加曽利B1式後半","K4","","K4",3440,35,"-28.2","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"912","MTC-3310","CMN-021",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式後半","K4","","K4",3485,30,"-25.8","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"913","MTC-3311","CMN-050",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","土器付着物","Ceramic Organic Residue","加曽利B2式","K5","","K5",3475,35,"-23.8","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"914","MTC-3599","CMN-064",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","土器付着物","Ceramic Organic Residue","加曽利B2式後半","K5","","K5",3530,30,"-25.7","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"915","MTC-3312","CMN-069",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第2集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式","K4","","K4",3425,30,"-24.5","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"916","MTC-3600","CMN-082",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第2集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式","K4","","K4",3535,35,"-26.1","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"917","MTC-3514","CMN-106",50,"Kanto",455,"西根遺跡","千葉県印西市戸神","第2集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式前半","K4","","K4",3460,30,"-27.7","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"918","BETA-189949","CMN-106",50,"Kanto",455,"西根遺跡","千葉県印西市戸神","第2集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式前半","K4","","K4",3470,40,"-27.3","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"919","MTC-3772","CMN-107",51,"Kanto",455,"西根遺跡","千葉県印西市戸神","第2集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式後半","K4","","K4",3490,35,"-23.4","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"920","MTC-3773","CMN-107",51,"Kanto",455,"西根遺跡","千葉県印西市戸神","第2集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式後半","K4","","K4",3540,35,"-22.1","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"921","MTC-3516","CMN-127",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式前半","K4","","K4",3570,30,"-25.6","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"922","MTC-3780","CMN-140 (re)",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第1集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式前半","K4","","K4",3545,40,"-26.1","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"923","MTC-3313","CMN-178",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第3集中地点","土器付着物","Ceramic Organic Residue","加曽利B2式前半","K5","","K5",3500,60,"-25.7","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"924","MTC-3601","CMN-199",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第3集中地点","土器付着物","Ceramic Organic Residue","加曽利B1式後半～B2式前半","K5","","K5",3335,30,"-25.4","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"925","MTC-3602","CMN-200",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第3集中地点","土器付着物","Ceramic Organic Residue","加曽利B2式","K5","","K5",3435,35,"-25","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"926","MTC-3603","CMN-210",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第3集中地点","土器付着物","Ceramic Organic Residue","加曽利B2式","K5","","K5",3420,35,"-27.4","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"927","MTC-3314","CMN-252",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第3集中地点","土器付着物","Ceramic Organic Residue","加曽利B2式","K5","","K5",3415,35,"-26.8","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
"928","MTC-3315","CMN-253",NA,"Kanto",455,"西根遺跡","千葉県印西市戸神","第3集中地点","土器付着物","Ceramic Organic Residue","加曽利B2式","K5","","K5",3380,35,"-26.1","","小林謙一・坂本　稔・尾嵜大真・新免歳靖・西本豊弘・永嶋正春・松崎浩之2005「千葉県印西市西根遺跡出土試料の14C年代測定」『印西市西根遺跡－県道船橋印西線埋蔵文化財調査報告書－』千葉県文化財センター調査報告第500集 （財）千葉県文化財センター"
